gene_id	 SRR006295	SRR006296	SRR006297	SRR006300	SRR006301	SRR006302	SRR006303	SRR006304	SRR029309	SRR029310	
Cm_g2367	0	0	0	0	0	0	0	0	0	0
Cm_g23670	0	0	0	0	0	0	0	0	0	0
Cm_g23671	1	0	0	0	0	0	0	1	0	0
Cm_g23672	4	21	19	46	9	20	18	42	20	34
Cm_g23673	1	0	0	0	0	0	0	0	0	0
Cm_g23674	0	0	0	0	0	0	1	0	1	0
Cm_g23675	0	2	0	1	0	0	1	2	0	0
Cm_g23676	1	2	6	0	0	0	1	0	9	15
Cm_g23677	1	0	0	0	0	2	0	0	0	0
Cm_g23678	25	51	26	22	18	50	63	137	50	94
Cm_g23679	0	0	0	0	0	0	0	0	0	0
Cm_g23680	0	0	0	0	0	0	0	0	0	0
Cm_g23681	0	0	0	0	0	0	0	0	0	0
Cm_g23682	0	0	0	0	0	0	0	0	0	0
Cm_g23683	0	0	0	0	0	0	0	0	0	0
Cm_g23684	0	0	0	0	0	0	0	0	0	0
Cm_g2368	4	5	0	4	0	2	2	3	0	3
Cm_g23685	0	0	0	0	0	0	0	0	0	0
Cm_g23686	0	0	0	0	0	0	0	0	0	0
Cm_g23687	0	0	0	0	0	0	0	0	0	0
Cm_g23688	0	0	0	0	0	0	0	0	0	0
Cm_g23689	0	0	0	1	0	1	1	3	0	0
Cm_g23690	0	0	0	0	0	0	0	0	0	0
Cm_g23691	31	0	2	37	1	2	0	3	4	0
Cm_g23692	18	10	7	69	19	65	39	86	14	30
Cm_g23693	4	1	1	2	0	3	0	1	0	2
Cm_g23694	0	0	0	0	0	0	0	1	0	0
Cm_g23695	0	0	0	2	0	1	1	0	0	1
Cm_g2369	5	0	2	4	3	3	0	3	1	1
Cm_g23696	0	0	0	4	4	15	3	9	0	0
Cm_g23697	0	0	0	0	0	0	0	0	0	0
Cm_g23698	0	0	0	0	0	0	0	0	0	0
Cm_g23699	0	0	1	0	0	1	0	0	0	0
Cm_g237	0	0	0	0	0	0	0	0	0	0
Cm_g23700	1	0	0	8	0	2	0	1	0	4
Cm_g23701	0	0	0	0	0	1	0	1	0	0
Cm_g2370	1	3	0	12	0	5	1	7	1	5
Cm_g23702	8	12	3	8	2	15	4	5	3	10
Cm_g23703	0	1	0	10	4	5	3	6	3	0
Cm_g23704	1	5	1	12	1	0	1	8	3	3
Cm_g23705	0	0	0	0	0	0	0	0	0	0
Cm_g23706	0	0	0	0	0	0	0	0	0	0
Cm_g23707	0	0	0	1	0	2	0	0	0	0
Cm_g23708	0	0	1	1	0	0	0	1	6	2
Cm_g23709	0	0	0	0	0	0	0	0	0	0
Cm_g2371	0	0	0	0	0	0	0	0	0	0
Cm_g23710	3	1	0	6	0	0	4	3	2	3
Cm_g23711	0	0	0	0	0	0	0	0	0	0
Cm_g23712	1	1	3	6	1	5	0	5	3	1
Cm_g23713	0	0	0	0	0	0	0	0	0	0
Cm_g23714	1	0	3	3	3	4	1	2	3	2
Cm_g23715	0	0	0	0	0	0	0	0	0	0
Cm_g23716	0	0	0	0	0	0	0	1	0	0
Cm_g23717	0	0	0	0	0	0	0	0	0	0
Cm_g23718	0	0	0	0	0	0	0	0	0	0
Cm_g23719	1	0	0	11	0	0	0	0	0	0
Cm_g23720	6	1	1	0	0	0	0	0	3	1
Cm_g23721	0	0	0	0	0	0	0	0	0	0
Cm_g2372	1	4	2	4	3	3	3	5	3	3
Cm_g23722	0	0	0	0	0	0	0	0	0	0
Cm_g23723	1	1	0	3	0	0	2	2	1	0
Cm_g23724	1	0	0	2	0	0	0	0	0	0
Cm_g23725	3	0	0	20	0	4	2	7	1	0
Cm_g23726	0	0	0	0	0	0	0	0	0	0
Cm_g23727	0	0	0	0	0	0	0	0	0	0
Cm_g23728	0	0	0	0	0	0	0	0	0	0
Cm_g23729	0	0	1	0	0	0	0	0	0	0
Cm_g23730	2	4	3	7	2	6	1	11	7	13
Cm_g23731	0	0	0	0	0	0	0	0	0	0
Cm_g23732	0	0	0	0	0	0	0	0	0	0
Cm_g23733	0	0	0	3	0	1	0	0	0	0
Cm_g2373	4	0	3	8	0	0	2	2	1	3
Cm_g23734	1	0	0	3	0	1	0	6	1	0
Cm_g23735	0	1	0	3	0	0	0	0	2	0
Cm_g23736	0	0	0	0	0	0	0	0	0	0
Cm_g23737	1	0	0	0	0	0	0	0	0	0
Cm_g23738	2	1	1	6	5	3	4	4	1	9
Cm_g23739	0	3	0	0	0	0	0	0	0	0
Cm_g23740	0	0	0	0	0	0	0	0	0	0
Cm_g2374	0	1	1	0	0	1	0	0	0	0
Cm_g23741	0	0	0	0	0	0	0	0	0	0
Cm_g23742	0	0	0	0	0	0	0	0	0	0
Cm_g23743	0	1	2	0	0	4	0	0	1	3
Cm_g23744	0	0	0	0	0	0	0	0	0	0
Cm_g23745	0	0	0	0	0	0	0	0	0	0
Cm_g23746	0	0	1	1	1	0	0	0	3	7
Cm_g23747	0	0	0	0	0	0	0	0	0	0
Cm_g23748	2	4	0	1	1	1	1	0	0	0
Cm_g23749	0	0	0	0	0	0	0	0	0	0
Cm_g23750	0	0	0	0	0	0	0	0	0	0
Cm_g2375	0	0	0	0	0	0	1	0	0	0
Cm_g23751	0	0	0	0	0	0	0	0	0	0
Cm_g23752	15	0	0	23	0	0	0	0	0	0
Cm_g23753	5	3	10	10	2	12	1	8	10	11
Cm_g23754	5	0	0	0	0	0	0	0	0	0
Cm_g23755	0	0	0	0	0	0	0	0	0	0
Cm_g23756	0	0	0	0	0	0	0	0	0	0
Cm_g23757	0	0	0	0	0	0	0	0	0	0
Cm_g23758	0	0	0	0	0	0	0	0	0	0
Cm_g23759	2	0	0	2	0	0	0	0	0	0
Cm_g23760	0	0	0	0	0	0	0	0	0	0
Cm_g23761	0	0	0	0	0	0	0	0	0	0
Cm_g23762	0	0	0	0	0	0	0	0	0	0
Cm_g2376	2	2	0	4	2	1	1	0	0	3
Cm_g23763	6	14	11	18	8	19	9	30	12	21
Cm_g23764	0	4	1	4	0	2	2	5	1	2
Cm_g23765	1	6	0	1	0	0	0	0	0	0
Cm_g23766	6	0	1	6	1	6	1	5	3	12
Cm_g23767	0	0	0	0	0	0	0	1	0	1
Cm_g23768	0	0	0	0	0	0	0	0	0	0
Cm_g23769	0	0	0	0	0	0	0	0	0	0
Cm_g23770	0	0	0	0	0	0	0	0	0	0
Cm_g23771	0	0	0	0	0	0	0	0	0	0
Cm_g2377	1	6	1	0	1	0	1	1	5	2
Cm_g23772	0	0	0	0	0	0	0	0	0	0
Cm_g23773	0	0	0	0	0	0	0	0	0	0
Cm_g23774	0	0	0	2	0	0	0	1	0	0
Cm_g23775	13	3	1	0	0	2	0	1	2	1
Cm_g23776	0	0	0	0	0	0	0	0	0	0
Cm_g23777	0	0	0	0	0	0	0	0	0	0
Cm_g23778	0	2	0	0	0	0	0	3	2	0
Cm_g23779	0	0	1	0	0	0	1	0	1	1
Cm_g23780	0	0	0	0	0	0	0	0	0	0
Cm_g23781	0	4	1	0	0	0	0	0	0	0
Cm_g2378	11	4	2	15	2	13	4	14	5	3
Cm_g23782	1	9	3	15	4	12	13	13	6	14
Cm_g23783	1	0	0	2	0	0	0	0	2	2
Cm_g23784	2	1	1	1	0	2	2	0	0	0
Cm_g23785	0	0	0	0	0	0	0	0	0	0
Cm_g23786	0	0	0	0	0	0	0	0	0	0
Cm_g23787	0	0	0	0	0	0	0	0	0	0
Cm_g23788	0	0	0	0	0	0	0	0	0	0
Cm_g23789	0	0	0	0	0	0	0	0	0	0
Cm_g2379	0	0	0	0	0	0	0	0	0	0
Cm_g23790	0	0	0	0	0	1	0	0	0	0
Cm_g23791	0	0	0	0	0	0	0	0	0	0
Cm_g23792	0	0	0	0	0	0	0	0	0	0
Cm_g23793	0	0	0	0	0	0	0	0	0	0
Cm_g23794	0	0	0	0	0	0	0	0	0	0
Cm_g23795	0	0	0	0	0	0	0	0	0	0
Cm_g23796	0	0	0	0	0	0	0	0	0	0
Cm_g23797	0	1	2	1	0	1	1	2	2	5
Cm_g23798	0	0	0	0	0	0	0	5	0	0
Cm_g23799	0	0	0	0	0	0	0	0	0	0
Cm_g2380	0	0	0	0	0	0	0	0	0	0
Cm_g23800	0	0	0	0	1	0	0	0	0	0
Cm_g23801	0	0	0	0	0	0	0	0	0	0
Cm_g238	0	1	1	5	3	4	3	9	0	1
Cm_g23802	0	0	0	3	0	0	7	5	1	0
Cm_g23803	0	0	0	0	0	0	0	0	0	0
Cm_g23804	0	0	0	0	0	0	0	1	0	0
Cm_g23805	0	0	0	1	0	3	2	7	0	4
Cm_g23806	0	0	0	0	0	0	0	0	0	0
Cm_g23807	0	0	0	0	0	0	0	0	0	0
Cm_g23808	0	0	0	0	0	0	0	0	0	0
Cm_g23809	3	1	1	4	5	13	2	1	0	6
Cm_g2381	0	0	0	0	0	0	0	0	0	0
Cm_g23810	1	14	26	161	14	29	11	23	23	31
Cm_g23811	0	0	0	0	0	0	0	0	0	0
Cm_g23812	0	6	7	14	3	7	12	24	3	11
Cm_g23813	4	6	8	21	4	17	10	24	8	8
Cm_g23814	1	1	0	1	1	0	0	3	1	1
Cm_g23815	1	0	0	4	0	4	2	7	1	1
Cm_g23816	0	0	0	0	1	1	0	1	0	1
Cm_g23817	0	0	0	0	0	0	0	0	0	0
Cm_g23818	0	0	0	0	0	0	0	0	0	0
Cm_g23819	7	0	1	4	1	3	6	3	5	0
Cm_g23820	0	0	0	0	0	0	1	0	0	0
Cm_g23821	5	1	1	1	0	0	1	0	0	1
Cm_g23822	0	0	0	0	0	0	0	0	0	0
Cm_g23823	0	1	0	1	0	0	0	0	1	0
Cm_g23824	16	12	14	24	9	45	16	52	16	27
Cm_g2382	4	5	8	7	6	13	3	6	10	15
Cm_g23825	1	1	0	3	0	2	0	3	0	2
Cm_g23826	1	1	1	0	0	1	0	3	2	1
Cm_g23827	0	0	0	0	0	0	0	0	0	0
Cm_g23828	2	5	8	25	3	7	3	4	5	6
Cm_g23829	3	2	0	5	2	3	5	7	2	0
Cm_g2383	0	0	0	0	0	0	0	0	0	0
Cm_g23830	2	4	1	1	0	9	3	8	3	6
Cm_g23831	1	1	0	0	3	12	0	2	0	0
Cm_g23832	0	0	0	0	0	1	0	0	1	0
Cm_g23833	0	0	0	2	1	0	0	1	0	0
Cm_g23834	0	0	0	0	0	0	0	0	0	0
Cm_g23835	0	0	0	0	0	1	0	0	0	0
Cm_g23836	7	1	2	11	0	7	5	9	5	3
Cm_g23837	26	37	25	58	18	45	26	63	42	62
Cm_g23838	0	0	0	0	0	0	0	0	0	0
Cm_g23839	0	0	0	0	0	0	2	1	0	0
Cm_g23840	0	0	0	0	0	0	0	0	0	0
Cm_g2384	0	0	0	0	0	1	0	0	1	0
Cm_g23841	0	0	0	0	0	0	0	0	0	0
Cm_g23842	0	0	0	0	0	0	0	0	0	0
Cm_g23843	0	0	0	0	0	0	0	0	0	0
Cm_g23844	0	0	0	0	0	0	0	0	0	0
Cm_g23845	0	0	0	0	0	0	0	0	0	0
Cm_g23846	0	3	2	2	2	1	1	3	6	1
Cm_g23847	1	1	1	0	0	0	0	0	1	0
Cm_g23848	0	4	0	0	0	0	0	0	0	4
Cm_g23849	0	0	0	0	0	0	0	0	0	0
Cm_g23850	0	0	0	0	0	0	0	0	0	0
Cm_g23851	1	1	1	4	1	2	0	4	2	6
Cm_g2385	1	3	8	2	2	4	0	0	3	2
Cm_g23852	0	0	0	1	1	3	0	5	0	0
Cm_g23853	0	0	2	7	2	5	0	15	1	0
Cm_g23854	0	0	0	1	0	2	0	0	0	0
Cm_g23855	0	0	0	2	1	5	2	2	2	3
Cm_g23856	0	0	0	0	0	0	0	0	0	0
Cm_g23857	0	0	0	1	0	0	0	2	1	0
Cm_g23858	1	0	0	5	0	1	0	0	0	0
Cm_g23859	1	1	4	7	2	6	2	6	2	2
Cm_g23860	1	0	0	0	0	1	0	2	0	0
Cm_g2386	0	3	4	4	1	1	1	1	1	0
Cm_g23861	0	2	2	6	1	5	1	4	0	6
Cm_g23862	2	2	0	7	0	1	0	3	2	3
Cm_g23863	0	1	1	0	1	1	1	3	0	0
Cm_g23864	1	0	0	0	0	0	2	2	0	1
Cm_g23865	0	3	0	0	0	0	0	0	0	0
Cm_g23866	5	11	10	13	3	17	5	17	9	11
Cm_g23867	13	8	2	38	2	17	8	24	10	19
Cm_g23868	0	7	2	3	1	5	3	3	2	3
Cm_g23869	0	0	0	0	0	0	0	0	0	0
Cm_g23870	1	3	6	1	2	6	1	15	6	20
Cm_g23871	0	0	0	0	0	0	0	0	0	0
Cm_g2387	1	0	0	4	0	2	1	1	3	0
Cm_g23872	7	2	1	7	1	8	3	6	9	12
Cm_g23873	1	0	1	4	0	0	3	2	3	0
Cm_g23874	0	0	1	1	0	0	0	1	0	0
Cm_g23875	2	0	0	3	0	0	0	7	0	4
Cm_g23876	5	4	5	35	9	19	10	36	10	15
Cm_g23877	0	0	0	0	0	0	0	0	0	0
Cm_g23878	0	0	0	0	0	0	0	0	0	0
Cm_g23879	0	0	0	0	0	0	0	0	0	0
Cm_g2388	0	0	0	0	0	0	0	0	0	0
Cm_g23880	0	1	0	0	0	0	0	0	0	0
Cm_g23881	2	1	0	2	0	0	0	0	0	1
Cm_g23882	0	0	0	4	0	0	2	2	0	0
Cm_g23883	0	0	0	0	0	0	0	0	0	0
Cm_g23884	0	0	0	0	0	0	0	0	0	0
Cm_g23885	0	0	0	0	0	0	0	0	0	0
Cm_g23886	12	8	12	9	6	18	2	20	11	9
Cm_g23887	2	0	0	6	0	0	1	2	0	0
Cm_g23888	0	0	0	0	0	0	0	0	0	0
Cm_g23889	0	0	0	0	0	0	0	0	0	0
Cm_g2389	0	0	0	0	0	0	0	0	0	0
Cm_g23890	0	0	0	0	0	1	0	0	0	0
Cm_g23891	0	0	0	0	0	0	0	0	0	0
Cm_g23892	7	0	0	12	0	1	0	0	0	0
Cm_g23893	0	1	0	2	0	2	1	4	3	0
Cm_g23894	0	0	0	1	0	0	0	0	0	0
Cm_g23895	0	0	0	0	0	0	0	0	0	0
Cm_g23896	52	10	3	155	12	42	16	50	4	10
Cm_g23897	0	0	0	0	0	0	0	0	0	0
Cm_g23898	15	3	4	19	0	1	0	3	1	2
Cm_g23899	7	0	3	9	0	3	2	7	3	3
Cm_g23900	0	0	0	0	0	0	0	1	0	0
Cm_g23901	0	0	0	0	0	0	0	0	0	0
Cm_g2390	18	16	12	48	9	54	33	70	20	20
Cm_g23902	8	0	0	2	1	2	1	2	0	0
Cm_g23903	1	0	0	0	0	0	0	0	0	0
Cm_g23904	0	0	0	0	0	2	0	0	0	0
Cm_g23905	3	3	0	0	0	0	0	3	0	0
Cm_g23906	0	0	0	0	0	0	0	0	0	0
Cm_g23907	0	0	0	0	0	0	0	0	0	0
Cm_g23908	0	0	0	0	0	0	0	0	0	0
Cm_g23909	1	2	0	7	1	8	0	2	0	3
Cm_g2391	0	0	0	0	0	0	0	0	0	0
Cm_g23910	1	1	2	2	0	0	1	2	1	1
Cm_g23911	2	7	4	2	0	2	1	8	3	4
Cm_g23912	0	0	0	0	0	0	0	0	0	0
Cm_g23913	1	1	0	9	0	4	1	6	0	1
Cm_g23914	0	0	0	0	0	0	0	0	0	0
Cm_g23915	0	1	0	0	0	1	0	0	0	0
Cm_g23916	0	0	0	0	0	0	0	0	0	0
Cm_g23917	0	0	0	0	0	0	0	0	0	0
Cm_g23918	0	0	0	0	0	0	0	0	0	0
Cm_g23919	1	0	0	1	0	0	1	4	0	1
Cm_g239	1	9	14	6	1	2	2	1	9	18
Cm_g2392	0	0	0	0	0	0	0	0	0	0
Cm_g23920	0	0	0	1	0	0	0	0	0	0
Cm_g23921	1	0	0	0	0	0	0	0	0	0
Cm_g23922	2	1	1	3	0	1	4	6	1	1
Cm_g23923	0	0	0	0	0	0	0	0	0	0
Cm_g23924	0	0	0	0	0	0	0	0	0	0
Cm_g23925	0	0	0	0	0	0	0	0	0	0
Cm_g23926	0	0	0	0	0	0	0	0	0	0
Cm_g23927	0	0	0	0	0	0	0	0	0	0
Cm_g23928	0	0	0	0	0	0	0	0	0	0
Cm_g23929	0	0	0	0	0	0	0	0	0	0
Cm_g2393	0	0	0	0	0	0	0	0	0	0
Cm_g23930	0	0	0	0	0	1	0	0	0	0
Cm_g23931	0	0	1	0	0	0	1	2	0	2
Cm_g23932	0	0	3	0	2	10	2	6	1	1
Cm_g23933	0	0	0	0	0	0	0	0	0	0
Cm_g23934	0	0	0	0	0	0	0	2	1	2
Cm_g23935	0	0	0	3	0	3	3	0	0	0
Cm_g23936	1	4	3	1	2	2	0	2	0	1
Cm_g23937	0	0	0	0	0	0	0	0	0	0
Cm_g23938	0	0	0	0	0	0	0	0	0	0
Cm_g23939	0	0	0	0	0	0	0	0	0	0
Cm_g2394	0	0	0	0	0	0	0	0	0	0
Cm_g23940	0	0	0	0	0	0	0	0	0	0
Cm_g23941	0	0	0	0	0	0	0	0	0	0
Cm_g23942	0	0	0	0	0	0	0	0	0	0
Cm_g23943	0	0	0	0	0	0	0	0	0	0
Cm_g23944	0	0	0	0	0	0	0	0	0	0
Cm_g23945	0	3	0	2	0	2	2	7	2	2
Cm_g23946	1	1	0	1	1	1	1	0	1	0
Cm_g23947	23	3	3	27	1	9	15	38	6	7
Cm_g23948	3	1	2	21	3	11	7	19	5	5
Cm_g23949	0	0	0	0	0	0	0	0	0	0
Cm_g2395	0	0	0	0	0	0	0	0	0	0
Cm_g23950	0	0	0	0	0	0	0	0	0	0
Cm_g23951	0	0	0	0	0	0	0	0	0	0
Cm_g23952	0	0	0	0	0	0	0	0	0	0
Cm_g23953	0	0	0	0	0	0	0	0	0	0
Cm_g23954	0	0	0	0	0	0	0	0	0	0
Cm_g23955	0	0	0	0	0	0	0	0	0	0
Cm_g23956	0	0	0	1	0	0	0	0	0	0
Cm_g23957	4	9	11	10	5	8	5	9	6	16
Cm_g23958	0	1	0	3	2	4	6	3	2	2
Cm_g23959	0	0	0	1	0	1	0	0	1	0
Cm_g2396	0	0	0	0	0	0	0	0	0	0
Cm_g23960	0	0	0	0	0	0	0	0	0	0
Cm_g23961	0	0	0	0	0	0	0	0	0	0
Cm_g23962	0	0	0	0	0	0	0	0	0	0
Cm_g23963	0	0	0	0	0	0	0	0	0	0
Cm_g23964	1	0	2	3	0	3	0	2	0	3
Cm_g23965	0	0	0	0	0	0	0	0	0	0
Cm_g23966	0	0	0	0	0	0	0	0	0	0
Cm_g23967	0	0	0	0	0	0	0	0	0	0
Cm_g23968	0	0	0	0	0	0	0	0	0	0
Cm_g23969	0	0	0	0	0	0	0	0	0	0
Cm_g23970	0	0	0	0	0	0	0	0	0	0
Cm_g2397	0	2	0	1	0	0	0	0	1	1
Cm_g23971	0	0	0	0	0	2	1	0	0	0
Cm_g23972	1	0	0	11	0	5	3	4	0	0
Cm_g23973	0	0	0	0	0	0	0	0	0	0
Cm_g23974	0	0	0	0	0	0	0	0	0	0
Cm_g23975	2	2	4	6	1	3	0	6	0	7
Cm_g23976	3	3	4	6	4	17	3	5	6	2
Cm_g23977	3	2	3	6	0	4	8	21	3	6
Cm_g23978	0	0	0	0	0	0	0	0	0	0
Cm_g23979	0	0	0	0	0	0	0	0	0	0
Cm_g2398	0	0	0	0	0	0	0	0	0	0
Cm_g23980	0	0	0	0	0	0	0	0	0	0
Cm_g23981	0	0	0	0	0	0	0	0	0	0
Cm_g23982	1	3	1	5	3	8	4	14	3	4
Cm_g23983	0	0	0	0	0	0	0	0	0	0
Cm_g23984	0	0	0	0	0	0	0	2	0	1
Cm_g23985	14	2	1	13	5	10	3	9	8	11
Cm_g23986	0	0	0	0	0	0	0	0	0	0
Cm_g23987	5	0	0	1	0	0	0	0	0	0
Cm_g23988	0	0	0	0	0	0	0	0	0	0
Cm_g23989	0	0	0	0	0	0	0	0	0	0
Cm_g23990	0	0	0	0	0	0	0	0	0	0
Cm_g23991	0	0	0	0	0	0	0	0	0	0
Cm_g2399	1	0	0	1	0	0	0	0	0	0
Cm_g23992	0	0	0	0	0	0	0	0	0	0
Cm_g23993	0	0	0	0	0	0	0	0	0	0
Cm_g23994	4	7	2	9	0	2	1	2	3	1
Cm_g23995	4	4	2	11	0	6	0	2	3	1
Cm_g23996	0	5	2	4	1	0	1	0	0	3
Cm_g23997	3	15	1	11	5	8	5	13	5	7
Cm_g23998	2	8	3	4	1	2	3	10	5	18
Cm_g23999	2	11	10	10	5	12	4	22	9	11
Cm_g24	0	0	0	0	0	0	0	0	0	0
Cm_g2400	0	0	0	0	0	0	0	0	0	0
Cm_g24000	2	2	0	2	0	0	1	2	0	0
Cm_g24001	0	0	0	1	2	1	3	2	1	0
Cm_g240	0	1	1	2	1	4	2	3	2	3
Cm_g24002	0	0	0	0	0	0	0	0	0	0
Cm_g24003	4	1	5	5	0	2	1	4	2	5
Cm_g24004	0	1	1	6	0	3	1	5	0	2
Cm_g24005	5	12	7	9	7	11	9	8	12	23
Cm_g24006	3	27	10	9	6	30	15	21	20	31
Cm_g24007	0	0	2	7	0	2	2	1	0	2
Cm_g24008	9	14	14	82	15	62	38	74	14	23
Cm_g24009	2	0	0	1	0	0	0	1	1	0
Cm_g2401	0	0	0	0	1	0	0	0	0	0
Cm_g24010	3	0	1	7	0	4	4	7	0	8
Cm_g24011	0	0	2	4	0	1	1	3	2	2
Cm_g24012	7	2	4	22	3	14	12	13	10	10
Cm_g24013	0	0	0	0	1	0	0	0	0	0
Cm_g24014	0	0	0	0	0	0	0	0	0	0
Cm_g24015	0	0	0	0	0	0	0	0	0	0
Cm_g24016	6	1	2	0	0	0	0	1	1	2
Cm_g24017	0	0	0	0	0	0	0	0	0	0
Cm_g24018	0	1	1	2	0	2	1	1	0	0
Cm_g24019	0	0	0	0	0	0	0	0	0	0
Cm_g2402	0	0	0	0	0	0	0	0	0	0
Cm_g24020	0	0	0	0	0	0	0	0	0	0
Cm_g24021	0	1	0	2	0	1	0	1	0	0
Cm_g24022	2	0	0	0	0	0	1	0	0	0
Cm_g24023	0	0	0	2	0	1	5	5	2	0
Cm_g24024	0	0	0	0	0	0	0	0	0	0
Cm_g24025	0	0	0	0	0	0	0	2	1	0
Cm_g24026	1	1	0	1	0	0	0	0	0	0
Cm_g24027	0	0	1	0	0	0	0	0	1	0
Cm_g24028	0	0	0	0	0	0	0	0	0	0
Cm_g24029	1	0	0	0	0	1	1	0	0	0
Cm_g2403	0	0	0	0	0	0	0	0	0	0
Cm_g24030	0	0	0	0	0	0	0	0	1	0
Cm_g24031	0	0	0	0	0	0	0	0	0	0
Cm_g24032	0	0	0	0	0	1	0	0	0	0
Cm_g24033	0	0	1	0	0	0	1	0	3	1
Cm_g24034	0	0	0	1	0	2	1	0	0	1
Cm_g24035	0	0	0	0	0	0	0	0	0	0
Cm_g24036	3	1	0	12	1	2	1	5	0	1
Cm_g24037	0	0	0	0	0	0	0	0	0	0
Cm_g24038	2	0	0	2	0	1	1	1	0	0
Cm_g24039	0	0	0	0	0	0	0	0	0	0
Cm_g24040	0	0	0	0	0	0	0	0	0	0
Cm_g2404	0	1	1	0	1	1	0	2	2	0
Cm_g24041	0	0	0	0	0	0	0	0	0	0
Cm_g24042	0	0	0	0	0	0	0	0	0	0
Cm_g24043	3	19	10	6	4	11	4	3	15	30
Cm_g24044	1	1	0	2	0	0	0	0	0	4
Cm_g24045	19	8	9	34	1	16	6	23	8	17
Cm_g24046	0	0	0	0	0	0	0	0	0	0
Cm_g24047	0	0	0	0	0	0	0	0	0	0
Cm_g24048	0	2	0	5	0	2	0	3	0	2
Cm_g24049	2	1	0	4	3	2	2	1	0	0
Cm_g2405	0	0	0	0	0	0	0	0	0	0
Cm_g24050	0	2	3	5	3	8	2	8	3	5
Cm_g24051	0	0	0	0	0	2	0	0	0	0
Cm_g24052	0	0	0	0	0	0	0	0	0	1
Cm_g24053	0	1	0	0	0	0	0	1	1	0
Cm_g24054	1	0	0	1	0	0	0	1	0	0
Cm_g24055	0	0	0	0	0	0	0	0	0	0
Cm_g24056	2	7	17	25	6	22	9	23	12	36
Cm_g24057	0	0	0	0	0	0	0	0	0	0
Cm_g24058	0	0	0	0	0	0	0	0	0	0
Cm_g24059	5	5	1	6	1	2	0	4	2	1
Cm_g2406	0	0	0	0	0	0	0	0	0	0
Cm_g24060	0	1	0	3	1	2	0	1	0	0
Cm_g24061	1	10	0	4	0	3	1	5	4	8
Cm_g24062	3	2	1	1	0	1	0	1	0	2
Cm_g24063	2	3	1	1	0	0	0	0	1	5
Cm_g24064	12	1	2	1	0	0	1	0	2	0
Cm_g24065	1	0	3	3	0	1	0	6	4	2
Cm_g24066	0	0	0	0	0	0	0	0	0	0
Cm_g24067	0	6	0	0	2	16	15	43	2	8
Cm_g24068	0	0	0	0	0	0	0	0	0	0
Cm_g24069	0	0	0	0	0	0	0	0	0	0
Cm_g2407	0	0	0	0	0	0	0	0	0	0
Cm_g24070	4	4	4	4	5	9	3	0	3	10
Cm_g24071	0	0	2	0	0	0	0	0	0	1
Cm_g24072	0	0	0	1	0	0	0	0	0	0
Cm_g24073	0	0	0	0	0	0	0	0	0	1
Cm_g24074	0	0	0	0	0	0	0	0	0	0
Cm_g24075	0	0	2	0	0	1	0	2	1	0
Cm_g24076	0	0	0	0	0	0	0	0	0	0
Cm_g24077	0	0	0	0	0	3	3	3	1	0
Cm_g24078	0	0	0	0	0	0	0	0	0	0
Cm_g24079	0	0	0	0	0	0	0	0	0	0
Cm_g2408	0	0	0	0	0	0	0	0	0	0
Cm_g24080	0	0	0	0	0	0	0	0	0	0
Cm_g24081	0	0	0	0	0	0	0	0	0	0
Cm_g24082	0	0	0	0	0	0	0	0	0	0
Cm_g24083	0	0	0	1	0	0	0	0	0	2
Cm_g24084	0	0	0	0	0	0	0	0	0	0
Cm_g24085	0	0	0	0	0	0	0	0	0	0
Cm_g24086	1	0	0	0	0	0	0	1	1	0
Cm_g24087	0	0	0	0	0	0	0	0	0	0
Cm_g24088	0	0	0	0	0	0	0	0	0	0
Cm_g24089	0	0	0	0	0	0	0	0	0	0
Cm_g24090	2	2	0	1	1	3	3	2	2	2
Cm_g2409	0	4	3	0	2	12	2	4	1	10
Cm_g24091	0	0	0	1	0	0	0	0	0	0
Cm_g24092	1	0	0	2	0	0	0	0	0	0
Cm_g24093	0	0	0	0	0	0	0	0	0	0
Cm_g24094	19	0	0	15	0	0	1	8	0	0
Cm_g24095	0	0	0	0	0	0	0	0	0	0
Cm_g24096	0	0	0	0	0	0	0	0	0	0
Cm_g24097	0	0	0	0	0	0	0	0	0	0
Cm_g24098	0	0	0	0	0	0	0	0	0	0
Cm_g24099	0	3	0	1	0	0	0	0	2	5
Cm_g24100	0	0	0	0	0	0	0	0	0	0
Cm_g2410	0	1	6	3	1	1	3	7	8	3
Cm_g24101	0	0	0	1	0	0	2	0	0	0
Cm_g24102	1	0	0	0	0	0	0	0	0	1
Cm_g24103	1	0	0	0	0	0	0	0	0	0
Cm_g24104	0	1	0	1	1	4	0	1	3	2
Cm_g24105	0	0	0	2	0	0	0	0	0	0
Cm_g24106	0	0	0	0	0	0	0	0	1	0
Cm_g24107	0	0	0	0	0	0	0	0	0	0
Cm_g24108	3	0	0	2	0	0	0	0	1	0
Cm_g24109	1	0	0	0	0	0	0	0	0	0
Cm_g24110	0	0	0	0	0	0	0	0	0	1
Cm_g2411	0	2	3	5	0	1	2	4	2	6
Cm_g24111	3	1	7	10	2	22	4	11	2	5
Cm_g24112	0	1	0	0	0	0	0	0	1	0
Cm_g24113	0	0	0	0	0	0	0	0	0	0
Cm_g24114	4	9	2	14	4	10	5	9	14	15
Cm_g24115	0	0	2	0	0	0	0	0	0	0
Cm_g24116	0	0	0	1	0	1	1	0	0	0
