gene_id	 SRR006295	SRR006296	SRR006297	SRR006300	SRR006301	SRR006302	SRR006303	SRR006304	SRR029309	SRR029310	
Cm_g26808	0	0	0	0	0	0	0	0	0	0
Cm_g26809	0	0	0	0	0	0	0	0	0	0
Cm_g26810	0	4	0	0	1	3	0	1	3	9
Cm_g26811	0	9	7	0	1	3	2	1	5	10
Cm_g26812	3	11	10	9	3	8	2	10	15	15
Cm_g26813	0	0	0	0	0	0	0	0	0	0
Cm_g26814	0	0	0	0	0	0	0	0	0	0
Cm_g2681	4	1	1	2	1	2	1	7	2	1
Cm_g26815	0	0	0	0	0	0	0	0	0	0
Cm_g26816	3	1	2	6	0	9	3	5	3	3
Cm_g26817	1	9	14	4	0	11	4	12	20	18
Cm_g26818	0	0	1	2	0	3	0	0	2	3
Cm_g26819	0	1	0	0	0	0	0	0	0	0
Cm_g2682	0	0	0	0	0	0	0	0	0	0
Cm_g26820	0	0	0	0	0	0	0	0	0	0
Cm_g26821	0	0	0	0	0	0	0	0	0	0
Cm_g26822	0	0	0	1	0	0	0	1	0	0
Cm_g26823	2	3	5	4	3	6	3	7	1	10
Cm_g26824	1	0	0	1	1	4	6	0	0	1
Cm_g26825	0	1	1	3	0	2	1	0	0	1
Cm_g26826	2	1	7	4	0	2	0	5	2	2
Cm_g26827	0	0	1	3	1	3	1	3	7	1
Cm_g26828	2	4	2	4	2	5	2	1	0	2
Cm_g26829	0	0	0	0	0	0	0	0	0	0
Cm_g2683	0	0	0	0	0	0	0	0	0	0
Cm_g26830	1	0	0	1	0	0	0	1	0	1
Cm_g26831	0	0	0	0	0	0	0	0	0	0
Cm_g26832	0	0	0	0	0	0	0	0	0	0
Cm_g26833	0	0	0	0	0	0	0	0	0	0
Cm_g26834	0	0	0	0	0	0	0	0	0	0
Cm_g26835	26	0	0	15	0	1	1	3	1	0
Cm_g26836	0	0	0	0	0	0	0	0	0	0
Cm_g26837	0	0	0	0	0	0	0	0	0	0
Cm_g26838	0	0	0	0	0	0	0	0	0	0
Cm_g26839	0	0	0	0	0	0	0	0	0	0
Cm_g26840	0	0	0	0	0	0	0	0	0	0
Cm_g2684	1	1	2	1	1	0	0	3	0	2
Cm_g26841	27	4	5	85	4	17	8	20	9	10
Cm_g26842	0	0	0	0	0	0	0	0	0	0
Cm_g26843	0	0	0	0	0	0	0	0	0	0
Cm_g26844	0	0	0	1	0	0	0	0	0	0
Cm_g26845	0	0	0	0	0	0	0	0	0	0
Cm_g26846	0	0	0	0	1	0	0	0	0	0
Cm_g26847	0	6	2	4	4	4	0	0	2	7
Cm_g26848	0	0	0	0	0	0	0	0	0	0
Cm_g26849	0	0	0	0	0	0	0	0	0	0
Cm_g26850	0	0	0	0	0	0	0	0	0	0
Cm_g2685	0	0	0	0	0	2	0	2	0	0
Cm_g26851	0	0	0	0	0	0	0	0	0	0
Cm_g26852	0	0	0	2	0	0	0	0	0	1
Cm_g26853	0	0	0	0	0	0	0	0	0	0
Cm_g26854	0	0	0	0	0	0	0	0	0	0
Cm_g26855	0	0	0	0	0	0	0	0	0	0
Cm_g26856	0	0	0	0	0	0	0	0	0	0
Cm_g26857	0	0	0	0	0	0	0	0	0	0
Cm_g26858	0	0	0	0	0	0	0	0	0	0
Cm_g26859	0	0	0	0	0	0	0	0	0	0
Cm_g26860	0	0	0	0	0	0	0	0	0	0
Cm_g2686	0	0	0	1	0	1	0	0	0	0
Cm_g26861	0	0	0	0	0	0	0	0	0	0
Cm_g26862	0	0	0	0	0	0	0	0	0	0
Cm_g26863	2	5	5	1	0	5	3	8	5	11
Cm_g26864	1	0	0	2	0	2	0	0	0	0
Cm_g26865	2	1	1	6	0	3	1	5	3	4
Cm_g26866	2	0	1	7	0	3	1	5	2	1
Cm_g26867	0	0	1	1	0	2	0	3	0	1
Cm_g26868	0	0	0	0	0	0	0	0	0	0
Cm_g26869	0	0	0	1	0	1	0	0	0	4
Cm_g26870	1	0	0	1	1	2	0	2	3	0
Cm_g26871	0	0	0	0	1	0	0	0	0	0
Cm_g2687	1	2	1	2	0	2	1	2	0	0
Cm_g26872	0	0	0	0	0	0	0	0	0	0
Cm_g26873	0	1	0	0	1	2	0	2	0	1
Cm_g26874	0	0	0	0	0	0	0	0	0	0
Cm_g26875	0	5	2	2	5	3	1	6	6	7
Cm_g26876	0	5	2	3	1	14	2	9	0	5
Cm_g26877	0	0	0	0	0	0	0	0	0	0
Cm_g26878	0	0	0	0	0	0	0	0	0	0
Cm_g26879	0	0	0	0	1	0	0	2	0	0
Cm_g2688	0	0	0	0	0	0	0	0	0	0
Cm_g26880	0	0	0	0	0	0	0	0	0	0
Cm_g26881	0	0	0	0	0	0	0	0	0	0
Cm_g26882	0	0	0	0	0	0	0	0	0	0
Cm_g26883	0	0	0	0	0	1	0	0	0	0
Cm_g26884	0	0	0	0	0	0	0	0	0	0
Cm_g26885	0	0	0	0	0	0	0	0	0	0
Cm_g26886	0	1	2	2	1	1	1	0	1	1
Cm_g26887	0	0	0	0	0	1	0	0	0	0
Cm_g26888	0	0	0	0	0	0	0	0	0	0
Cm_g26889	2	3	4	2	0	2	0	1	0	3
Cm_g2689	0	0	0	0	0	0	0	0	0	0
Cm_g26890	1	0	0	0	0	0	0	0	0	0
Cm_g26891	2	0	0	0	0	0	0	0	0	0
Cm_g26892	0	0	0	0	0	0	0	0	0	0
Cm_g26893	0	0	0	0	0	0	0	1	0	0
Cm_g26894	0	0	0	0	0	0	0	0	0	0
Cm_g26895	0	0	0	0	0	0	0	0	0	0
Cm_g26896	2	6	4	5	3	3	0	6	4	15
Cm_g26897	0	0	0	0	0	0	0	0	0	0
Cm_g26898	0	0	0	0	0	0	0	0	0	0
Cm_g26899	0	0	0	0	0	0	0	0	0	0
Cm_g269	0	0	0	0	0	0	0	0	0	0
Cm_g2690	0	0	0	0	0	0	0	0	0	0
Cm_g26900	11	4	4	10	5	9	5	18	14	10
Cm_g26901	8	6	1	5	3	12	4	13	5	17
Cm_g26902	2	1	0	4	0	1	3	4	1	4
Cm_g26903	0	1	2	0	0	0	0	0	2	0
Cm_g26904	1	2	0	4	3	5	0	1	2	0
Cm_g26905	0	0	0	0	0	0	0	0	0	0
Cm_g26906	0	0	0	0	0	1	0	0	0	0
Cm_g26907	0	0	0	0	0	1	0	0	0	0
Cm_g26908	0	0	0	1	0	0	0	0	0	0
Cm_g26909	4	4	3	0	1	1	2	3	1	4
Cm_g26910	0	0	0	0	0	0	0	0	0	0
Cm_g26911	0	0	0	0	0	0	0	0	0	0
Cm_g26912	2	0	0	0	0	0	0	0	0	0
Cm_g26913	0	0	0	0	0	0	0	0	0	0
Cm_g26914	4	1	0	7	1	1	2	2	0	0
Cm_g26915	0	1	0	0	0	2	0	0	0	0
Cm_g2691	5	5	2	4	0	1	1	7	1	2
Cm_g26916	0	0	0	0	0	0	0	0	1	1
Cm_g26917	0	0	0	0	0	0	0	0	0	0
Cm_g26918	4	2	2	5	5	5	0	1	1	7
Cm_g26919	0	0	0	0	1	0	0	1	1	0
Cm_g26920	0	0	0	0	0	0	0	0	0	0
Cm_g2692	0	1	0	1	0	0	0	2	0	1
Cm_g26921	0	0	0	0	0	0	0	0	0	0
Cm_g26922	0	0	0	2	0	0	0	0	2	0
Cm_g26923	22	11	10	31	6	14	11	28	18	15
Cm_g26924	5	3	1	2	4	2	2	3	1	2
Cm_g26925	0	1	0	0	0	0	0	0	0	0
Cm_g26926	0	0	0	0	0	0	0	1	0	0
Cm_g26927	1	0	0	3	0	4	1	4	1	1
Cm_g26928	0	0	0	0	0	0	1	0	0	0
Cm_g26929	4	3	2	6	1	7	2	9	8	4
Cm_g26930	0	0	0	0	0	0	0	0	0	0
Cm_g2693	0	2	1	4	0	5	7	3	0	1
Cm_g26931	0	0	0	0	0	0	0	0	0	0
Cm_g26932	1	3	0	4	0	3	1	3	6	5
Cm_g26933	0	0	0	0	0	0	0	0	0	0
Cm_g26934	0	0	0	0	0	0	0	0	0	0
Cm_g26935	1	0	0	1	3	6	0	5	0	0
Cm_g26936	0	0	0	0	0	0	0	0	0	0
Cm_g26937	0	0	0	0	1	0	0	0	0	0
Cm_g26938	0	0	0	0	0	0	0	0	0	0
Cm_g26939	2	0	1	3	2	0	0	0	2	2
Cm_g26940	3	0	3	1	0	2	0	3	3	2
Cm_g2694	1	1	0	9	0	2	1	8	1	1
Cm_g26941	3	0	0	0	0	1	1	3	1	0
Cm_g26942	0	0	0	1	1	4	1	1	1	0
Cm_g26943	1	0	1	2	0	2	0	7	3	7
Cm_g26944	0	0	0	0	0	0	0	0	0	0
Cm_g26945	0	0	0	0	0	0	0	0	0	0
Cm_g26946	3	0	0	2	0	0	0	0	0	0
Cm_g26947	0	0	0	0	0	0	0	0	0	0
Cm_g26948	0	0	0	0	0	0	0	0	0	0
Cm_g26949	0	0	0	0	0	0	0	0	0	0
Cm_g2695	0	0	0	0	0	0	0	0	0	0
Cm_g26950	2	2	0	1	2	3	2	1	0	6
Cm_g26951	5	3	0	10	1	9	3	9	3	3
Cm_g26952	0	0	0	0	0	0	0	0	0	0
Cm_g26953	3	13	8	8	2	8	14	24	13	14
Cm_g26954	0	0	0	0	0	0	0	0	0	0
Cm_g26955	0	2	0	0	0	1	0	0	0	0
Cm_g26956	0	0	0	0	0	0	0	0	0	0
Cm_g26957	0	0	0	0	0	0	0	0	0	0
Cm_g26958	0	0	0	0	0	0	0	0	0	0
Cm_g26959	0	0	0	0	0	0	0	0	0	0
Cm_g26960	0	0	0	0	0	0	0	0	0	0
Cm_g26961	17	13	4	28	5	23	10	19	7	14
Cm_g2696	1	18	3	3	4	6	4	13	5	10
Cm_g26962	1	0	0	3	1	0	1	3	0	1
Cm_g26963	0	0	2	3	0	2	0	7	1	0
Cm_g26964	0	0	0	0	0	0	0	2	0	1
Cm_g26965	127	21	9	31	13	41	20	66	11	20
Cm_g26966	0	0	0	1	1	4	0	2	1	1
Cm_g26967	0	0	0	0	0	0	0	0	0	0
Cm_g26968	2	0	1	1	1	1	0	1	3	3
Cm_g26969	1	0	0	4	2	3	0	2	2	1
Cm_g2697	0	0	0	0	0	0	0	0	0	0
Cm_g26970	1	0	2	0	0	1	0	0	1	3
Cm_g26971	0	0	0	0	0	0	0	0	0	0
Cm_g26972	5	8	7	2	2	3	3	2	5	5
Cm_g26973	0	0	0	0	0	0	0	0	0	0
Cm_g26974	0	1	0	0	0	1	0	1	0	0
Cm_g26975	0	0	0	0	0	0	0	0	0	0
Cm_g26976	0	0	0	0	0	0	0	0	0	1
Cm_g26977	0	1	2	3	1	3	0	2	6	3
Cm_g26978	1	1	0	0	0	0	0	0	0	1
Cm_g26979	0	0	0	0	0	0	0	0	0	0
Cm_g26980	0	0	0	0	0	0	0	0	0	0
Cm_g26981	0	0	0	0	0	0	0	1	0	0
Cm_g2698	1	0	1	3	3	3	2	5	2	2
Cm_g26982	0	0	0	0	0	0	0	0	0	0
Cm_g26983	0	0	0	0	0	0	0	0	0	0
Cm_g26984	0	0	0	0	0	0	0	0	0	0
Cm_g26985	0	0	0	0	0	0	0	0	0	0
Cm_g26986	0	0	0	0	1	1	0	0	0	0
Cm_g26987	0	0	0	0	0	0	0	0	0	0
Cm_g26988	0	0	0	0	0	0	0	0	0	0
Cm_g26989	1	0	2	2	0	0	0	1	1	1
Cm_g26990	10	31	25	32	11	40	9	48	32	52
Cm_g26991	0	0	0	0	0	0	0	0	0	0
Cm_g26992	0	0	0	0	1	1	0	0	0	0
Cm_g26993	0	0	0	0	0	0	0	0	0	0
Cm_g2699	3	0	0	1	0	0	0	0	0	0
Cm_g26994	0	3	0	0	0	0	0	0	0	0
Cm_g26995	0	8	5	0	0	0	0	0	0	3
Cm_g26996	0	0	0	0	0	0	0	0	0	0
Cm_g26997	0	0	0	0	0	0	0	0	0	0
Cm_g26998	0	8	10	22	3	2	11	27	9	21
Cm_g26999	0	16	0	1	2	5	5	3	5	5
Cm_g2700	0	0	0	0	0	0	0	0	0	0
Cm_g27000	0	0	0	0	0	0	0	0	0	0
Cm_g27001	0	0	0	0	0	0	0	0	0	0
Cm_g27002	1	1	6	7	0	4	2	3	1	4
Cm_g27003	0	1	1	7	0	2	2	2	4	3
Cm_g27004	0	0	0	0	0	0	0	0	0	0
Cm_g27005	0	0	0	0	0	0	0	0	0	0
Cm_g27006	0	0	0	0	0	0	0	0	0	0
Cm_g27007	0	0	2	0	0	5	1	1	1	3
Cm_g27008	5	24	16	22	14	40	22	25	20	24
Cm_g27009	2	0	1	4	1	2	0	4	0	1
Cm_g2701	0	2	1	0	0	0	1	2	4	0
Cm_g27010	2	2	4	0	0	2	2	4	1	2
Cm_g270	1	1	2	0	2	1	2	2	3	1
Cm_g27011	9	4	1	12	0	8	6	15	3	3
Cm_g27012	0	0	0	0	1	3	1	0	0	1
Cm_g27013	1	0	1	0	1	1	0	3	0	1
Cm_g27014	0	0	0	0	0	0	0	0	0	0
Cm_g27015	0	0	0	0	0	0	0	1	0	0
Cm_g27016	1	7	3	7	0	6	1	8	1	8
Cm_g27017	0	0	0	0	0	0	0	0	0	0
Cm_g27018	0	0	0	1	0	0	0	0	1	0
Cm_g27019	0	1	0	2	0	2	1	2	0	3
Cm_g27020	1	0	0	0	0	0	0	0	0	0
Cm_g2702	0	1	1	0	0	0	0	1	3	1
Cm_g27021	0	0	0	0	0	0	0	0	0	0
Cm_g27022	0	0	0	0	0	0	0	0	0	0
Cm_g27023	0	0	0	0	0	0	0	0	0	0
Cm_g27024	0	0	0	0	0	0	0	0	0	0
Cm_g27025	0	0	0	0	0	0	0	0	0	2
Cm_g27026	2	0	0	0	0	5	1	6	1	0
Cm_g27027	3	2	1	8	1	7	3	9	2	5
Cm_g27028	0	0	6	2	2	1	2	5	3	4
Cm_g27029	1	1	1	2	0	0	1	0	0	2
Cm_g27030	0	0	0	0	0	0	0	0	0	0
Cm_g2703	0	0	0	0	1	0	0	1	0	0
Cm_g27031	0	0	0	0	0	0	0	0	0	0
Cm_g27032	1	0	0	0	0	0	0	0	0	0
Cm_g27033	0	0	0	0	0	0	0	0	0	0
Cm_g27034	0	1	0	1	0	0	0	1	3	3
Cm_g27035	3	2	2	8	1	5	3	21	6	7
Cm_g27036	2	5	2	9	1	4	0	8	3	6
Cm_g27037	2	1	1	1	0	4	1	3	4	2
Cm_g27038	0	0	0	0	0	0	0	0	0	0
Cm_g27039	0	0	0	0	0	0	0	0	0	0
Cm_g2704	0	0	0	0	0	0	0	1	0	0
Cm_g27040	3	1	2	2	1	4	3	9	2	2
Cm_g27041	0	0	0	0	1	0	0	0	0	0
Cm_g27042	0	0	0	0	0	0	0	0	0	0
Cm_g27043	0	1	4	7	0	5	3	8	4	3
Cm_g27044	0	0	0	0	0	0	0	0	1	0
Cm_g27045	0	0	0	0	0	2	0	1	0	0
Cm_g27046	0	0	0	0	0	0	0	0	0	0
Cm_g27047	0	0	0	0	0	0	0	0	0	0
Cm_g27048	1	0	2	0	0	0	0	0	0	0
Cm_g27049	0	0	0	0	0	0	0	0	0	0
Cm_g27050	0	0	0	0	0	0	0	0	0	0
Cm_g27051	0	0	0	0	0	0	0	0	0	0
Cm_g2705	1	1	1	3	0	1	0	1	3	2
Cm_g27052	0	0	0	0	0	0	0	0	0	0
Cm_g27053	0	0	0	0	0	0	0	0	0	0
Cm_g27054	0	0	0	0	0	0	0	0	0	0
Cm_g27055	0	0	0	0	0	0	0	0	0	0
Cm_g27056	0	0	0	0	0	0	0	0	0	0
Cm_g27057	0	0	1	0	0	0	0	0	0	1
Cm_g27058	0	0	0	0	0	0	0	0	0	0
Cm_g27059	0	1	0	0	0	0	0	0	0	0
Cm_g27060	0	0	0	0	0	0	0	0	1	0
Cm_g27061	1	1	1	0	0	0	0	0	1	1
Cm_g2706	1	1	2	0	0	2	0	0	3	1
Cm_g27062	1	3	1	2	0	0	0	0	0	2
Cm_g27063	0	0	0	0	0	0	0	0	0	0
Cm_g27064	0	0	0	0	0	0	0	0	0	0
Cm_g27065	0	0	0	2	0	1	0	3	0	0
Cm_g27066	0	0	0	0	0	0	0	0	0	0
Cm_g27067	0	2	3	1	1	4	0	1	2	0
Cm_g27068	1	0	0	1	3	0	1	2	0	3
Cm_g27069	0	0	0	0	0	0	0	0	0	0
Cm_g27070	0	0	0	0	0	0	0	0	0	0
Cm_g2707	0	0	0	2	0	2	0	0	0	1
Cm_g27071	0	0	0	0	0	0	0	0	0	0
Cm_g27072	0	0	0	0	0	0	0	0	0	0
Cm_g27073	4	34	30	5	3	16	3	16	46	44
Cm_g27074	0	0	0	0	0	0	0	0	0	0
Cm_g27075	0	0	0	0	0	0	0	0	0	0
Cm_g27076	5	1	1	8	1	8	3	5	4	8
Cm_g27077	4	6	6	8	3	16	2	9	6	6
Cm_g27078	0	0	0	0	0	0	0	0	0	0
Cm_g27079	0	0	0	0	0	0	0	0	0	0
Cm_g27080	0	4	0	3	0	1	0	2	0	1
Cm_g27081	0	0	0	0	0	0	0	0	0	0
Cm_g27082	0	0	0	0	0	0	0	0	0	0
Cm_g27083	0	0	0	0	0	0	0	0	0	0
Cm_g2708	3	6	1	5	1	12	0	14	10	18
Cm_g27084	0	0	0	0	0	0	0	0	0	0
Cm_g27085	0	0	0	0	0	0	0	0	0	0
Cm_g27086	0	0	0	0	0	0	0	0	0	0
Cm_g27087	1	0	0	0	0	0	0	3	0	0
Cm_g27088	2	0	0	1	0	0	0	0	0	1
Cm_g27089	9	4	2	3	1	1	2	3	7	13
Cm_g2709	0	0	0	0	0	0	0	0	0	0
Cm_g27090	0	0	0	0	0	1	0	0	0	0
Cm_g27091	0	21	4	0	0	0	2	2	7	34
Cm_g27092	3	7	3	10	5	11	2	10	7	14
Cm_g27093	5	0	4	4	0	5	3	6	3	1
Cm_g27094	0	0	0	0	0	0	0	0	0	0
Cm_g27095	0	1	0	0	0	2	0	0	2	0
Cm_g27096	0	0	0	0	0	0	0	0	0	0
Cm_g27097	3	2	2	4	2	4	2	12	1	6
Cm_g27098	0	0	0	2	0	0	0	2	0	0
Cm_g27099	0	0	0	0	1	0	0	0	0	0
Cm_g2710	0	0	0	0	0	0	0	0	0	0
Cm_g27100	1	0	1	6	0	1	4	10	2	4
Cm_g27101	0	0	0	0	0	0	0	0	0	0
Cm_g27102	0	1	0	4	0	2	3	6	6	0
Cm_g27	1	0	2	10	2	5	2	6	2	1
Cm_g27103	2	7	2	14	1	10	3	10	8	4
Cm_g27104	5	1	4	8	3	3	3	10	3	5
Cm_g27105	0	0	0	0	0	0	0	0	0	0
Cm_g27106	0	0	0	0	1	0	0	0	0	0
Cm_g27107	0	0	1	0	0	0	1	0	1	0
Cm_g27108	1	2	4	0	0	2	0	0	2	3
Cm_g27109	0	0	0	2	0	0	0	0	0	0
Cm_g27110	0	0	0	0	0	0	0	0	0	0
Cm_g27111	0	0	0	0	0	0	0	0	0	0
Cm_g2711	2	1	0	6	2	5	1	6	2	1
Cm_g27112	2	0	0	2	0	0	0	2	1	2
Cm_g27113	1	0	0	0	0	0	0	0	0	0
Cm_g27114	0	0	0	1	0	1	1	0	0	0
Cm_g27115	0	0	0	0	0	1	0	0	0	0
Cm_g27116	0	0	0	0	2	0	0	0	0	0
Cm_g27117	0	0	0	0	0	0	0	0	0	0
Cm_g27118	0	0	0	0	0	0	0	0	0	0
Cm_g27119	0	0	0	0	0	0	0	0	0	0
Cm_g2712	0	0	0	0	0	0	0	0	0	0
Cm_g27120	0	0	0	0	0	0	0	0	0	0
Cm_g27121	0	0	0	0	0	0	0	0	0	0
Cm_g27122	0	0	0	0	0	0	0	0	0	0
Cm_g27123	0	0	0	0	0	0	0	0	0	0
Cm_g271	2	3	1	8	3	2	2	3	1	8
Cm_g27124	6	4	0	10	2	8	2	2	0	3
Cm_g27125	1	0	0	0	0	0	0	0	0	0
Cm_g27126	0	0	0	0	0	0	0	0	0	0
Cm_g27127	0	0	0	0	0	0	0	0	0	0
Cm_g27128	0	0	0	0	0	0	0	0	0	0
Cm_g27129	3	0	0	3	0	2	0	0	0	0
Cm_g2713	0	0	0	0	0	0	0	0	0	0
Cm_g27130	0	0	0	0	0	0	0	0	0	0
Cm_g27131	0	0	0	0	0	0	0	0	0	0
Cm_g27132	2	2	1	5	2	9	3	15	1	6
Cm_g27133	0	0	0	0	0	0	0	0	0	0
Cm_g27134	0	0	0	4	0	0	0	1	0	0
Cm_g27135	1	1	1	1	0	1	0	0	0	1
Cm_g27136	0	0	0	0	0	0	0	0	0	0
Cm_g27137	0	4	0	3	0	4	0	1	0	5
Cm_g27138	5	8	8	28	1	10	15	17	6	19
Cm_g27139	0	0	0	0	0	0	0	0	0	0
Cm_g27140	7	8	11	13	5	19	14	23	11	9
Cm_g27141	0	0	0	0	0	0	0	0	0	0
Cm_g27142	0	0	0	0	0	0	0	0	0	0
Cm_g27143	0	0	0	0	0	1	0	0	0	0
Cm_g27144	1	3	2	2	2	11	5	7	3	7
Cm_g27145	0	0	0	0	0	0	0	0	0	0
Cm_g27146	1	2	5	4	3	5	1	5	9	13
Cm_g2714	6	3	3	3	4	7	1	8	6	7
Cm_g27147	0	0	0	0	0	0	0	0	0	0
Cm_g27148	1	5	5	18	3	8	8	18	10	12
Cm_g27149	0	0	0	0	0	0	0	0	0	0
Cm_g27150	6	7	5	2	6	14	10	10	7	5
Cm_g27151	33	2	5	76	11	26	13	31	8	18
Cm_g27152	2	0	0	1	2	0	0	1	0	0
Cm_g27153	0	0	0	0	0	0	0	0	1	0
Cm_g2715	3	1	1	24	1	7	0	11	3	2
Cm_g27154	0	0	0	0	0	0	0	0	0	0
Cm_g27155	1	0	0	1	0	0	1	2	1	0
Cm_g27156	0	0	0	0	0	0	0	0	0	0
Cm_g27157	0	0	0	0	0	0	0	0	0	0
Cm_g27158	1	1	4	5	2	4	7	4	2	5
Cm_g27159	0	0	0	0	0	1	0	0	0	0
Cm_g27160	0	0	0	0	0	1	0	0	0	0
Cm_g27161	0	0	0	0	0	0	0	0	0	0
Cm_g27162	0	0	0	0	0	0	0	0	0	0
Cm_g2716	2	3	3	4	2	9	5	5	5	10
Cm_g27163	0	2	1	0	0	0	0	0	0	0
Cm_g27164	0	0	0	0	0	0	0	0	0	0
Cm_g27165	0	0	2	0	0	0	0	0	0	1
Cm_g27166	0	0	0	0	0	0	0	0	0	0
Cm_g27167	0	3	2	2	0	0	0	2	0	2
Cm_g27168	2	0	0	1	0	2	2	0	0	0
Cm_g27169	11	7	7	19	4	11	6	15	13	11
Cm_g27170	0	0	0	0	0	0	0	0	0	0
Cm_g27171	0	0	0	0	0	0	1	0	0	0
Cm_g2717	1	1	0	5	2	4	0	1	1	2
Cm_g27172	0	0	0	0	0	0	0	0	0	0
Cm_g27173	0	0	0	0	0	0	0	0	0	0
Cm_g27174	5	0	0	1	0	0	0	0	0	0
Cm_g27175	0	0	0	0	0	0	0	0	0	0
Cm_g27176	0	3	3	0	0	0	0	1	1	5
Cm_g27177	0	0	0	0	0	0	0	0	0	0
Cm_g27178	4	0	1	18	2	3	5	12	0	0
Cm_g27179	0	0	2	3	1	1	2	1	1	0
Cm_g2718	0	0	1	2	1	3	4	1	0	0
Cm_g27180	9	4	0	9	0	7	3	8	5	5
Cm_g27181	0	1	0	2	1	5	0	4	2	0
Cm_g27182	0	0	0	0	0	0	0	0	0	0
Cm_g27183	0	0	0	0	0	0	0	0	0	0
Cm_g27184	6	3	0	9	0	4	5	1	3	7
Cm_g27185	16	17	16	24	10	59	18	71	21	30
Cm_g27186	7	0	0	20	1	1	1	0	0	0
Cm_g27187	0	0	1	3	0	2	0	3	0	0
Cm_g27188	1	0	1	3	0	4	0	6	3	2
Cm_g27189	0	6	1	1	1	2	0	3	0	2
Cm_g27190	0	0	0	0	0	0	0	0	0	0
Cm_g2719	10	11	4	17	2	12	5	8	8	5
Cm_g27191	7	3	1	19	1	7	5	6	4	4
Cm_g27192	9	2	6	16	4	7	2	12	4	1
Cm_g27193	1	0	0	1	0	1	0	1	0	0
Cm_g27194	17	35	50	55	24	76	21	42	60	64
Cm_g27195	0	0	1	1	0	0	1	1	0	1
Cm_g27196	1	1	1	2	1	2	2	3	0	1
Cm_g27197	3	0	1	4	0	0	1	4	1	2
Cm_g27198	0	0	0	0	0	0	0	0	0	0
Cm_g27199	0	0	0	0	0	0	0	0	0	0
Cm_g27200	0	0	0	0	0	0	0	0	0	0
Cm_g27201	0	0	0	0	0	0	0	0	0	0
Cm_g2720	1	3	0	5	0	3	0	2	0	2
Cm_g27202	2	8	3	17	5	5	5	7	6	9
Cm_g27203	0	0	0	0	0	0	0	1	0	0
Cm_g27204	0	0	0	0	0	0	0	2	0	0
Cm_g27205	0	2	4	0	2	11	1	9	3	0
Cm_g27206	0	0	0	0	0	0	0	0	0	0
Cm_g27207	0	0	0	1	0	0	0	0	0	0
Cm_g27208	0	0	0	0	0	0	0	0	0	0
Cm_g27209	0	0	0	0	0	0	0	0	0	0
Cm_g27210	0	0	0	0	0	1	0	0	0	0
Cm_g27211	0	0	0	0	0	0	0	0	0	0
Cm_g2721	1	1	1	1	0	3	1	1	1	1
Cm_g27212	0	0	0	0	0	0	0	0	0	0
Cm_g27213	0	0	0	0	0	0	0	0	0	0
Cm_g27214	0	0	0	0	0	0	0	0	0	0
Cm_g27215	0	0	0	0	0	0	0	0	0	0
Cm_g27216	0	0	0	0	0	0	0	0	0	0
Cm_g27217	0	0	0	3	0	3	3	2	2	4
Cm_g27218	0	0	0	0	0	1	0	1	0	0
Cm_g27219	1	0	0	0	0	0	0	0	0	0
Cm_g2722	0	0	0	0	0	0	0	0	0	0
Cm_g27220	0	0	0	0	0	0	0	0	0	0
Cm_g27221	0	0	0	0	0	0	0	0	0	0
Cm_g27222	0	0	0	0	0	0	0	0	0	0
Cm_g27223	0	0	0	0	0	0	0	0	0	0
Cm_g27224	3	0	1	2	1	1	0	1	3	1
Cm_g27225	1	0	1	2	0	2	0	0	0	0
Cm_g27226	0	0	0	0	0	0	0	0	0	0
Cm_g27227	0	0	0	0	0	0	0	0	0	0
Cm_g27228	0	0	0	0	0	1	0	0	0	0
Cm_g27229	0	0	0	0	0	0	0	0	0	0
Cm_g27230	1	0	1	1	0	1	0	0	2	2
Cm_g2723	0	1	1	2	1	1	0	3	1	13
Cm_g27231	25	17	13	71	27	125	104	247	29	45
Cm_g27232	0	0	0	0	0	0	0	0	0	0
Cm_g27233	0	0	0	0	0	0	0	0	0	0
Cm_g27234	0	4	4	20	4	12	10	15	8	9
Cm_g27235	3	2	3	2	0	2	4	11	1	8
Cm_g27236	8	1	6	4	1	4	7	11	4	3
Cm_g27237	2	2	0	2	0	6	2	4	2	7
Cm_g27238	0	0	0	0	0	0	0	0	0	0
Cm_g27239	0	0	0	0	0	0	0	0	0	0
Cm_g27240	0	0	0	0	0	0	0	0	0	0
Cm_g27241	0	0	0	0	0	2	0	1	0	3
Cm_g27242	0	0	0	0	0	0	0	0	0	0
Cm_g27243	0	0	0	0	0	0	0	0	0	0
Cm_g27244	0	0	0	0	0	0	0	0	0	0
Cm_g27245	1	0	0	0	0	0	0	0	0	0
Cm_g2724	5	14	4	22	5	16	10	38	16	13
Cm_g27246	0	0	0	0	0	1	0	0	0	0
Cm_g272	4	6	6	15	0	14	6	13	10	14
Cm_g27247	0	0	0	0	0	0	0	0	0	0
Cm_g27248	0	0	0	0	0	0	0	0	0	0
Cm_g27249	0	0	0	0	0	0	0	0	0	0
Cm_g27250	0	0	0	0	0	0	0	0	0	0
Cm_g27251	3	3	2	5	0	3	3	4	5	14
Cm_g27252	0	1	0	0	0	1	0	0	1	3
Cm_g27253	0	0	0	0	0	0	1	0	0	0
Cm_g27254	0	0	0	0	0	0	0	0	0	0
Cm_g27255	0	0	0	0	0	0	0	0	0	0
